	Views	Protein	Species	E-value	% identity	Align len	Strands	Query ID	Query from	Query to	Target from	Target to	Bitscore	# identical	Positives	Gaps	Query len	Target len
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G07850.1	AT5G07850.1	A.thaliana Araport11	1.86e-54	35	376	+/+	A02p19770.2_BraZ1	2	364	6	370	186.037	131	193	24	364	457
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G07870.1	AT5G07870.1	A.thaliana Araport11	3.55e-52	35	379	+/+	A02p19770.2_BraZ1	2	361	6	375	180.259	131	192	28	364	465
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G23940.1	AT5G23940.1	A.thaliana Araport11	2.11e-45	31	378	+/+	A02p19770.2_BraZ1	4	364	3	370	162.54	117	181	27	364	485
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G39980.1	AT2G39980.1	A.thaliana Araport11	4.25e-45	29	408	+/+	A02p19770.2_BraZ1	4	364	8	398	161.77	120	184	64	364	483
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G01210.1	AT5G01210.1	A.thaliana Araport11	4.82e-40	29	398	+/+	A02p19770.2_BraZ1	4	364	6	387	147.902	115	185	53	364	476
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G40230.1	AT2G40230.1	A.thaliana Araport11	6.27e-23	26	325	+/+	A02p19770.2_BraZ1	48	360	47	356	99.7525	86	145	27	364	434
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G19070.1	AT2G19070.1	A.thaliana Araport11	5.48e-21	29	314	+/+	A02p19770.2_BraZ1	53	348	51	346	94.3597	90	133	36	364	452
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G48930.1	AT5G48930.1	A.thaliana Araport11	5.71e-21	31	306	+/+	A02p19770.2_BraZ1	60	347	56	336	93.9745	96	138	43	364	434
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G03480.1	AT3G03480.1	A.thaliana Araport11	1.26e-16	28	351	+/+	A02p19770.2_BraZ1	29	351	33	355	81.2629	100	154	56	364	455
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G78990.1	AT1G78990.1	A.thaliana Araport11	5.68e-15	25	330	+/+	A02p19770.2_BraZ1	45	359	50	353	76.2554	82	141	41	364	456
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G57840.1	AT5G57840.1	A.thaliana Araport11	1.28e-14	27	383	+/+	A02p19770.2_BraZ1	4	361	3	351	75.0998	102	152	59	364	444
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G32910.1	AT1G32910.1	A.thaliana Araport11	2.05e-14	23	329	+/+	A02p19770.2_BraZ1	45	359	50	356	74.7146	77	147	36	364	465
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G30280.1	AT3G30280.1	A.thaliana Araport11	9.44e-14	24	318	+/+	A02p19770.2_BraZ1	4	312	6	295	72.4034	77	140	37	364	444
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G15390.1	AT4G15390.1	A.thaliana Araport11	9.61e-14	25	317	+/+	A02p19770.2_BraZ1	4	312	8	296	72.4034	78	136	36	364	447
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G15390.2	AT4G15390.2	A.thaliana Araport11	9.61e-14	25	317	+/+	A02p19770.2_BraZ1	4	312	8	296	72.4034	78	136	36	364	447
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G65450.1	AT1G65450.1	A.thaliana Araport11	9.99e-13	24	312	+/+	A02p19770.2_BraZ1	52	351	64	363	69.3218	76	132	24	364	451
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G48720.1	AT3G48720.1	A.thaliana Araport11	1.49e-12	26	327	+/+	A02p19770.2_BraZ1	43	351	42	345	68.9366	85	141	41	364	431
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G03390.1	AT1G03390.1	A.thaliana Araport11	1.78e-12	25	374	+/+	A02p19770.2_BraZ1	4	352	17	359	68.5514	95	168	56	364	462
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G17540.1	AT5G17540.1	A.thaliana Araport11	2.04e-12	27	349	+/+	A02p19770.2_BraZ1	29	358	23	355	68.5514	93	140	35	364	462
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G41040.1	AT5G41040.1	A.thaliana Araport11	4.63e-12	26	312	+/+	A02p19770.2_BraZ1	57	351	82	371	67.3958	81	134	39	364	458
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G41040.2	AT5G41040.2	A.thaliana Araport11	5.12e-12	26	312	+/+	A02p19770.2_BraZ1	57	351	66	355	67.3958	81	134	39	364	442
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G26040.1	AT3G26040.1	A.thaliana Araport11	2.87e-11	28	329	+/+	A02p19770.2_BraZ1	4	312	3	290	65.0846	91	142	61	364	443
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G27620.1	AT1G27620.1	A.thaliana Araport11	3.26e-11	24	305	+/+	A02p19770.2_BraZ1	60	351	58	344	64.6994	74	124	31	364	443
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G63560.1	AT5G63560.1	A.thaliana Araport11	3.66e-11	26	297	+/+	A02p19770.2_BraZ1	60	344	61	334	64.6994	76	124	35	364	427
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G28680.1	AT1G28680.1	A.thaliana Araport11	5.39e-11	23	299	+/+	A02p19770.2_BraZ1	60	350	62	343	64.3142	70	138	25	364	452
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G28680.2	AT1G28680.2	A.thaliana Araport11	6.18e-11	23	299	+/+	A02p19770.2_BraZ1	60	350	62	343	63.929	70	138	25	364	395
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G31490.1	AT1G31490.1	A.thaliana Araport11	1.02e-10	25	312	+/+	A02p19770.2_BraZ1	56	348	58	332	63.1586	79	137	56	364	445
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G16410.1	AT5G16410.1	A.thaliana Araport11	1.54e-10	22	372	+/+	A02p19770.2_BraZ1	4	362	44	379	62.7734	80	162	49	364	482
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G47950.1	AT5G47950.1	A.thaliana Araport11	9.38e-10	26	324	+/+	A02p19770.2_BraZ1	4	312	6	283	60.077	84	138	61	364	427
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G47170.1	AT3G47170.1	A.thaliana Araport11	1.03e-9	23	289	+/+	A02p19770.2_BraZ1	58	312	68	330	60.077	66	125	60	364	469
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G61160.1	AT5G61160.1	A.thaliana Araport11	2.81e-9	22	318	+/+	A02p19770.2_BraZ1	21	312	18	321	58.9214	71	134	40	364	453
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G07080.1	AT5G07080.1	A.thaliana Araport11	3.09e-9	25	283	+/+	A02p19770.2_BraZ1	46	312	53	317	58.5362	70	120	34	364	451
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G03940.1	AT1G03940.1	A.thaliana Araport11	1.15e-8	24	286	+/+	A02p19770.2_BraZ1	55	312	61	336	56.9954	70	120	38	364	470
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G23510.1	AT2G23510.1	A.thaliana Araport11	1.46e-8	26	321	+/+	A02p19770.2_BraZ1	1	312	17	312	56.6102	84	135	34	364	452
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G24510.1	AT4G24510.1	A.thaliana Araport11	1.65e-8	26	263	+/+	A02p19770.2_BraZ1	27	278	27	273	56.225	68	115	27	364	422
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G24430.1	AT1G24430.1	A.thaliana Araport11	2.54e-8	26	259	+/+	A02p19770.2_BraZ1	59	312	61	287	55.8398	67	112	37	364	436
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G03495.1	AT1G03495.1	A.thaliana Araport11	4.27e-8	24	279	+/+	A02p19770.2_BraZ1	55	312	61	332	54.6842	67	113	28	364	347
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G25150.1	AT2G25150.1	A.thaliana Araport11	4.94e-8	24	293	+/+	A02p19770.2_BraZ1	57	343	64	345	55.0694	69	122	17	364	462
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G24420.1	AT1G24420.1	A.thaliana Araport11	8.39e-8	26	318	+/+	A02p19770.2_BraZ1	3	306	4	288	54.299	83	137	47	364	437
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G24420.2	AT1G24420.2	A.thaliana Araport11	8.39e-8	26	318	+/+	A02p19770.2_BraZ1	3	306	4	288	54.299	83	137	47	364	437
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G29635.1	AT3G29635.1	A.thaliana Araport11	8.69e-8	24	317	+/+	A02p19770.2_BraZ1	24	312	25	325	54.299	76	136	44	364	459
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G47980.1	AT5G47980.1	A.thaliana Araport11	9.96e-8	26	269	+/+	A02p19770.2_BraZ1	56	312	57	293	53.9138	70	113	44	364	444
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G23970.1	AT5G23970.1	A.thaliana Araport11	1.29e-7	27	202	+/+	A02p19770.2_BraZ1	35	231	30	213	53.5286	54	87	23	364	429
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G29670.1	AT3G29670.1	A.thaliana Araport11	2.49e-7	24	384	+/+	A02p19770.2_BraZ1	6	359	5	369	52.7582	94	151	49	364	452
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G31910.1	AT4G31910.1	A.thaliana Araport11	4.07e-7	22	288	+/+	A02p19770.2_BraZ1	55	312	59	328	51.9878	63	118	48	364	459
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G39080.1	AT5G39080.1	A.thaliana Araport11	6.91e-7	21	360	+/+	A02p19770.2_BraZ1	19	342	19	366	51.6026	77	144	48	364	464
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G29590.1	AT3G29590.1	A.thaliana Araport11	7.67e-7	25	315	+/+	A02p19770.2_BraZ1	22	312	22	316	51.2174	79	132	44	364	450
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G15400.1	AT4G15400.1	A.thaliana Araport11	1.33e-6	27	273	+/+	A02p19770.2_BraZ1	59	312	57	290	50.447	73	111	58	364	436
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G65450.3	AT1G65450.3	A.thaliana Araport11	5.28e-6	25	203	+/+	A02p19770.2_BraZ1	160	351	1	199	48.1358	50	84	15	364	287
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G29680.1	AT3G29680.1	A.thaliana Araport11	9.00e-6	20	319	+/+	A02p19770.2_BraZ1	19	312	16	318	47.7506	65	129	41	364	452
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G29250.1	AT4G29250.1	A.thaliana Araport11	2.85e-4	25	147	+/+	A02p19770.2_BraZ1	56	197	65	204	43.1282	37	68	12	364	461
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G62160.1	AT3G62160.1	A.thaliana Araport11	4.75e-4	22	305	+/+	A02p19770.2_BraZ1	60	353	55	334	42.3578	68	121	36	364	429
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G39090.1	AT5G39090.1	A.thaliana Araport11	7.21e-4	24	236	+/+	A02p19770.2_BraZ1	143	361	140	373	41.9726	56	107	19	364	449
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G13840.1	AT4G13840.1	A.thaliana Araport11	1.12e-3	25	166	+/+	A02p19770.2_BraZ1	20	183	38	181	41.2022	41	68	24	364	429
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G29720.1	AT3G29720.1	A.thaliana Araport11	1.85e-3	36	53	+/+	A02p19770.2_BraZ1	143	194	64	116	39.6614	19	32	1	364	221
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G23840.1	AT3G23840.1	A.thaliana Araport11	1.23e-2	30	103	+/+	A02p19770.2_BraZ1	87	188	87	184	38.1206	31	45	6	364	421
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G39050.1	AT5G39050.1	A.thaliana Araport11	1.93e-2	22	227	+/+	A02p19770.2_BraZ1	143	342	145	371	37.3502	51	93	27	364	470
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G22930.2	AT1G22930.2	A.thaliana Araport11	3.78e-66	77	135	+/+	A02p35520.2_BraZ1	63	197	299	433	219.935	104	121	0	208	1021
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G22930.1	AT1G22930.1	A.thaliana Araport11	4.68e-66	77	135	+/+	A02p35520.2_BraZ1	63	197	410	544	219.935	104	121	0	208	1132
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G09150.1	AT4G09150.1	A.thaliana Araport11	3.70e-24	41	128	+/+	A02p35520.2_BraZ1	64	186	407	533	100.138	53	78	6	208	1098
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G09150.2	AT4G09150.2	A.thaliana Araport11	3.95e-24	41	128	+/+	A02p35520.2_BraZ1	64	186	407	533	100.138	53	78	6	208	1099
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G16420.2	AT4G16420.2	A.thaliana Araport11	5.03e-15	58	72	+/+	A02p35520.2_BraZ1	8	63	345	416	73.1738	42	47	16	208	484
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G16420.3	AT4G16420.3	A.thaliana Araport11	5.09e-15	58	72	+/+	A02p35520.2_BraZ1	8	63	348	419	73.1738	42	47	16	208	487
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G16420.1	AT4G16420.1	A.thaliana Araport11	5.25e-15	58	72	+/+	A02p35520.2_BraZ1	8	63	349	420	73.1738	42	47	16	208	488
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G44300.1	AT5G44300.1	A.thaliana Araport11	1.41e-71	90	115	+/+	A02p35570.2_BraZ1	9	123	1	115	209.92	103	105	0	123	115
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33830.2	AT2G33830.2	A.thaliana Araport11	2.45e-40	59	110	+/+	A02p35570.2_BraZ1	15	123	1	109	130.568	65	80	2	123	109
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT2G33830.1	AT2G33830.1	A.thaliana Araport11	4.64e-39	60	110	+/+	A02p35570.2_BraZ1	15	123	1	107	127.102	66	81	4	123	107
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G28330.1	AT1G28330.1	A.thaliana Araport11	4.98e-37	56	124	+/+	A02p35570.2_BraZ1	9	123	1	123	122.479	70	93	10	123	123
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G28330.4	AT1G28330.4	A.thaliana Araport11	3.03e-36	55	123	+/+	A02p35570.2_BraZ1	9	122	1	122	120.939	68	92	10	123	126
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G28330.3	AT1G28330.3	A.thaliana Araport11	2.73e-31	52	122	+/+	A02p35570.2_BraZ1	9	121	1	121	108.227	64	86	10	123	133
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G28330.2	AT1G28330.2	A.thaliana Araport11	2.73e-31	52	122	+/+	A02p35570.2_BraZ1	9	121	1	121	108.227	64	86	10	123	133
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G28330.6	AT1G28330.6	A.thaliana Araport11	5.31e-31	56	112	+/+	A02p35570.2_BraZ1	9	111	1	111	107.071	63	82	10	123	112
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G28330.5	AT1G28330.5	A.thaliana Araport11	5.31e-31	56	112	+/+	A02p35570.2_BraZ1	9	111	1	111	107.071	63	82	10	123	112
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G56220.2	AT1G56220.2	A.thaliana Araport11	1.78e-4	60	30	+/+	A02p35570.2_BraZ1	9	38	1	29	38.891	18	23	1	123	113
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G56220.4	AT1G56220.4	A.thaliana Araport11	1.79e-4	60	30	+/+	A02p35570.2_BraZ1	9	38	26	54	39.2762	18	23	1	123	137
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G56220.1	AT1G56220.1	A.thaliana Araport11	2.07e-4	60	30	+/+	A02p35570.2_BraZ1	9	38	1	29	38.891	18	23	1	123	138
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G56220.3	AT1G56220.3	A.thaliana Araport11	2.08e-4	60	30	+/+	A02p35570.2_BraZ1	9	38	26	54	39.2762	18	23	1	123	166
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G56220.5	AT1G56220.5	A.thaliana Araport11	2.18e-4	60	30	+/+	A02p35570.2_BraZ1	9	38	26	54	39.2762	18	23	1	123	163
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G54070.1	AT1G54070.1	A.thaliana Araport11	1.19e-2	56	27	+/+	A02p35570.2_BraZ1	9	35	1	26	33.8834	15	18	1	123	124
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G51770.2	AT3G51770.2	A.thaliana Araport11	0	80	955	+/+	A03p20960.2_BraZ1	1	932	1	955	1537.7	763	835	23	935	960
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G51770.1	AT3G51770.1	A.thaliana Araport11	0	80	947	+/+	A03p20960.2_BraZ1	9	932	1	947	1526.15	757	829	23	935	952
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G58550.1	AT5G58550.1	A.thaliana Araport11	0	53	936	+/+	A03p20960.2_BraZ1	9	934	1	915	958.748	498	658	31	935	926
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT4G02680.1	AT4G02680.1	A.thaliana Araport11	0	52	842	+/+	A03p20960.2_BraZ1	89	929	51	883	799.275	442	589	10	935	889
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G04240.2	AT3G04240.2	A.thaliana Araport11	3.35e-4	25	184	+/+	A03p20960.2_BraZ1	758	930	93	273	45.0542	46	76	14	935	745
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G04240.1	AT3G04240.1	A.thaliana Araport11	4.66e-4	25	184	+/+	A03p20960.2_BraZ1	758	930	326	506	44.669	46	76	14	935	978
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G11540.1	AT3G11540.1	A.thaliana Araport11	3.21e-2	36	72	+/+	A03p20960.2_BraZ1	757	826	329	400	38.5058	26	36	2	935	915
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G18210.2	AT3G18210.2	A.thaliana Araport11	0	82	380	+/+	A05p37510.2_BraZ1	2	377	17	395	628.632	310	340	5	377	395
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT3G18210.1	AT3G18210.1	A.thaliana Araport11	0	82	380	+/+	A05p37510.2_BraZ1	2	377	17	395	628.632	310	340	5	377	395
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G22950.1	AT1G22950.1	A.thaliana Araport11	1.24e-141	57	338	+/+	A05p37510.2_BraZ1	28	365	39	376	408.683	194	255	0	377	398
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48740.4	AT1G48740.4	A.thaliana Araport11	2.08e-126	52	380	+/+	A05p37510.2_BraZ1	2	377	3	382	369.392	197	261	4	377	382
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G43660.4	AT5G43660.4	A.thaliana Araport11	2.59e-125	49	374	+/+	A05p37510.2_BraZ1	2	371	25	398	367.081	182	251	4	377	400
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48740.2	AT1G48740.2	A.thaliana Araport11	2.80e-125	53	368	+/+	A05p37510.2_BraZ1	2	365	3	370	367.466	195	256	4	377	412
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G43660.1	AT5G43660.1	A.thaliana Araport11	5.49e-123	50	363	+/+	A05p37510.2_BraZ1	2	360	25	387	361.688	180	244	4	377	411
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT1G48740.1	AT1G48740.1	A.thaliana Araport11	9.05e-123	50	392	+/+	A05p37510.2_BraZ1	2	377	3	394	360.533	197	261	16	377	394
	phytozome-next.jgi.doe.gov/report/protein/Athaliana_Araport11/AT5G43660.2	AT5G43660.2	A.thaliana Araport11	2.32e-122	50	345	+/+	A05p37510.2_BraZ1	28	371	5	349	357.836	171	236	1	377	351
